"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL110","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PM005","PM010","PM020","PM030","PM035","PM040","PM050","PM060","PM070","PM080","PM090","PM100","PX030","PX040","PX020","PX050","PX010"
"2005","SE",155722,746.788990825688,"NA","1","2005","50","1",1956,"2","5","3","SE","2","NA","4","1","NA","NA","NA","NA","3","4","NA","12","0","NA",,"NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA",0,526,0,33256,14,0,0,0,1246,6063,0,0,0,0,0,1,"374.9967","1","1940","1949","NA","NA","NA","1","NA","6","NA","1",15572,"2",48,"1","9.1243"
"2005","SE",155801,746.788990825688,"1245.39","3","2005","50","3",1955,"1","2","2","SE","2","NA","5","1","NA","NA","NA","NA","3","2","50","12","0","NA","l-n","NA","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",28,0,0,141398,0,0,-28361,0,0,0,0,0,0,0,0,1,"1276.25","1","1925","1925","NA","NA","1","1","NA","NA","NA","NA",15580,"2",49,"3","9.1243"
"2005","SE",155802,746.788990825688,"NA","3","2005","55","4",1958,"2","1","1","SE","2","NA","5","4","NA","NA","2","NA","3",,"40","12","6","NA",,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA",0,0,0,32135,0,0,0,0,0,0,0,0,0,0,0,1,"607.5","NA","1925","1929","NA","NA","1","NA","NA","NA","NA","NA",15580,"2",46,"1","9.1243"
"2005","SE",155851,746.788990825688,"NA","3","2005","49","4",1966,"1","2","2","SE","2","NA","3","1","NA","NA","2","NA","3","7","40","12","0","NA","f","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","6","NA","NA",0,148,0,21591,1600,0,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","1944","NA","4","NA","1","NA","2","NA","NA",15585,"2",38,"3","9.1243"
"2005","SE",155852,746.788990825688,"1215","3","2005","52","1",1966,"2","1","3","SE","2","NA","3","1","NA","NA","NA","NA","2","7","40","12","0","NA","f","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","3","2","NA","2","NA",0,109,0,30661,0,263,0,0,0,0,0,0,0,0,0,1,"1169.49","1","NA","1945","NA","NA","NA","2","NA","1","NA","NA",15585,"2",38,"1","9.1243"
"2005","SE",155931,746.788990825688,"1271.92","3","2005","90","2",1988,"1","1","3","SE","1","NA","2","4","NA","NA","1","1","NA",,"16","0","1","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",15593,"3",16,"1","9.1243"
"2005","SE",155932,746.788990825688,"NA","3","2005","60","3",1948,"2","5","3","SE","2","NA","5","1","NA","NA","NA","NA","3","2","50","12","0","NA","l-n","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1","3","NA","NA",0,395,0,39670,0,0,0,0,0,0,0,0,0,0,0,1,"607.5","NA","NA","NA","NA","2","NA","2","12","6","NA","NA",15593,"2",56,"1","9.1243"
"2005","SE",155933,746.788990825688,"1184.6","4","2005","75","2",1948,"1","1","1","SE","2","NA","3","1","NA","NA","NA","NA","1","8","40","12","0","NA",,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","2","NA","NA","NA",0,4238,0,28523,31,0,0,0,0,0,0,0,0,0,0,1,"NA","1","NA","NA","NA","1","1","NA","NA","2","NA","4",15593,"2",56,"4","9.1243"
"2005","SE",155981,746.788990825688,"1169.49","3","2005","90","4",1963,"2","2","3","SE","2","NA","3","1","NA","NA","NA","NA","3","3","40","12","0","NA","k","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","NA","NA","2","NA",0,0,0,29999,0,395,863,0,0,0,0,0,87,0,0,1,"1259.87","2","1930","NA","NA","NA","3","2","83","1","NA","NA",15598,"2",41,"4","9.1243"
"2005","SE",155982,746.788990825688,"1215","4","2005","42","2",1954,"1","3","1","SE","2","NA","5","1","NA","NA","2","NA","1","2","38","12","0","NA","k","7","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","NA","NA","NA","NA",0,1628,0,82628,0,132,0,0,0,0,0,0,1138,0,0,1,"607.5","1","NA","NA","NA","NA","NA","NA","NA","1","52","5",15598,"3",50,"1","9.1243"
"2005","SE",156051,746.788990825688,"NA","3","2005","70","1",1975,"1","2","1","Other","1","NA","5",,"NA","NA","NA","NA","3",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","1","2","NA","NA",0,0,0,2487,0,0,0,0,0,828,0,0,0,0,0,1,"374.9967","NA","NA","1945","NA","NA","NA","NA","NA","NA","NA","NA",15605,"2",29,"3","9.1243"
"2005","SE",156052,746.788990825688,"1219.14","4","2005","60","2",1967,"2","2","3","SE","2","NA","3","1","NA","1","2","NA","3","3","29","0","0","NA","j","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","2","NA","NA","NA",2371,4126,0,13284,0,1328,0,0,0,0,0,0,908,0,0,1,"NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA",15605,"2",37,"4","9.1243"
"2005","SE",156601,746.788990825688,"NA","4","2005","65","2",1967,"2","1","1","SE","2","NA","5","1","NA","NA","NA","NA","3","3","NA","0","9","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA","2","NA",0,0,0,0,0,658,5816,0,0,0,0,0,0,0,0,1,"525.965","NA","1945","NA","NA","NA","3","NA","NA","NA","NA","NA",15660,"2",37,"3","9.1243"
"2005","SE",156602,746.788990825688,"1184.6","1","2005","50","2",1968,"1","1","3","SE","2","NA","5","1","NA","NA","NA","NA","3","3","40","0","0","NA",,"NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA",0,0,0,32537,942,0,0,0,0,0,0,0,65,0,0,1,"292.3725","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",15660,"3",36,"1","9.1243"
"2005","SE",156731,746.788990825688,"1219.14","2","2005","60","1",1965,"2","5","1","Other","1","3","5","2","NA","1","2","NA","NA","3","36","0","0","NA","i","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","2","NA",0,0,0,7818,0,823,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","1955","NA","3","NA","NA","NA","NA","NA","NA",15673,"2",39,"4","9.1243"
"2005","SE",156732,746.788990825688,"1184.35","3","2005","60","4",1962,"1","2","1","SE","2","NA","5","1","NA","NA","2","NA","3","2","NA","12","0","NA",,"NA","11","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","2","NA",0,263,0,120251,0,0,0,0,0,0,0,0,0,0,0,1,"584.745","2","NA","NA","NA","1","2","NA","NA","NA","NA","NA",15673,"2",42,"1","9.1243"
"2005","SE",156891,746.788990825688,"1215","3","2005","NA","2",1969,"1","1","3","SE","2","NA","5","1","NA","NA","2","NA","NA","2","NA","0","10","NA","k","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","3","NA","7","2","5",0,0,0,18401,0,268,0,0,0,0,0,0,0,0,0,1,"NA","1","NA","NA","NA","NA","1","1","NA","NA","NA","5",15689,"2",35,"3","9.1243"
"2005","SE",156892,746.788990825688,"NA","2","2005","60","4",1971,"2","2","1","SE","2","NA","5","2","NA","NA","NA","NA","3","5","40","NA","0","NA","p-q","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","NA","NA","NA","NA",0,99,0,18856,0,0,0,0,0,0,0,0,890,0,0,1,"1171.59","NA","NA","1945","NA","NA","2","1","NA","1","NA","5",15689,"2",33,"1","9.1243"
"2005","SE",156991,746.788990825688,"1319.57","3","2005","90","4",1958,"2","2","2","SE","2","NA","3","1","NA","NA","2","NA","3","2","40","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","2","NA",158,0,0,28663,92,0,0,0,0,0,0,0,0,0,0,1,"562.495","NA","NA","1943","NA","2","1","1","NA","NA","NA","NA",15699,"3",46,"3","9.1243"
"2005","SE",156992,746.788990825688,"1169.49","2","2005","NA","1",1958,"1","2","2","SE","2","NA","2","1","NA","NA","NA","NA","3","4","40","12","0","NA","k","NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","2","NA",0,580,0,50419,0,0,0,0,0,0,0,0,0,0,0,1,"1124.99","1","NA","NA","NA","5","2","NA","NA","1","NA","2",15699,"3",46,"3","9.1243"
"2005","SE",156993,746.788990825688,"1184.6","4","2005","NA","3",1982,"1","1","1","SE","2","NA","4","4","NA","NA","NA","NA","2",,"NA","5","0","NA",,"NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA",0,0,0,3154,0,0,0,0,0,0,0,0,0,0,436,1,"NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA",15699,"2",22,"4","9.1243"
"2005","SE",156994,746.788990825688,"NA","2","2005","NA","4",1985,"1","1","2","SE","2","NA","2","3","NA","1","1","NA","3",,"NA","NA","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","NA","NA",0,0,0,0,0,110,0,0,0,0,0,0,0,0,2654,1,"NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA",15699,"2",19,"1","9.1243"
"2005","SE",157291,746.788990825688,"1169.49","3","2005","60","2",1968,"2","2","3","SE","2","NA","5","1","NA","NA","NA","NA","3","2","40","0","0","NA",,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA",0,0,0,18553,0,0,0,0,0,0,0,0,0,0,0,1,"1169.49","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",15729,"2",36,"1","9.1243"
"2005","SE",157292,746.788990825688,"NA","4","2005","NA","1",1969,"1","1","2","SE","NA","NA","5","1","NA","1","NA","NA","3","2","32","NA","0","NA","l-n","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","2","NA",0,0,0,20791,0,0,0,0,0,0,0,0,742,0,0,1,"NA","NA","NA","1931","NA","NA","2","1","NA","NA","NA","5",15729,"2",35,"2","9.1243"
"2005","SE",157311,746.788990825688,"1169.49","3","2005","40","2",1962,"1","1","3","SE","2","NA","2","1","NA","NA","NA","NA","NA","7","40","0","0","NA","g","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","NA","NA",0,0,0,27385,0,0,0,0,0,0,0,0,0,0,0,1,"585.795","NA","NA","1925","NA","NA","NA","NA","NA","6","NA","NA",15731,"3",42,"1","9.1243"
"2005","SE",157312,746.788990825688,"1276.25","4","2005","60","1",1965,"2","2","1","SE","2","NA","4","2","NA","NA","2","NA","NA","4","40","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA",14,132,0,14038,0,806,0,0,0,5045,0,0,0,0,0,1,"NA","NA","1925","1925","NA","NA","2","NA","NA","6","NA","NA",15731,"2",39,"3","9.1243"
"2005","SE",157351,746.788990825688,"1171.59","4","2005","60","1",1967,"2","2","1","SE","2","NA","5","1","NA","NA","2","NA","3","2","NA","12","0","NA",,"NA","8","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","2","NA",0,0,0,23755,0,0,0,0,0,0,0,0,212,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","2",15735,"2",37,"3","9.1243"
"2005","SE",157352,746.788990825688,"1173.25","2","2005","60","1",1968,"1","1","1","SE","2","NA","3","2","NA","1","NA","NA","3","5","45","12","0","NA","l-n","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","3","2","NA","2","NA",448,263,0,19436,0,0,0,0,0,8873,0,0,1120,0,0,1,"584.745","2","1925","1925","NA","NA","3","2","NA","NA","NA","NA",15735,"2",36,"1","9.1243"
"2005","SE",157741,746.788990825688,"1319.57","3","2005","43","1",1961,"2","2","3","SE","2","5","2","6","NA","1","2","NA","NA",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","1","NA",0,0,0,0,0,0,0,0,0,0,3586,0,0,13611,0,1,"609.57","1","NA","1942","NA","NA","NA","NA","NA","NA","NA","5",15774,"3",43,"1","9.1243"
"2005","SE",157742,746.788990825688,"NA","3","2005","85","2",1988,"1","1","1","SE","2","NA","1","4","NA","NA","2","NA","2",,"NA","4","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","NA","NA","NA","NA",0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,1,"629.935","NA","1925","NA","NA","NA","5","NA","NA","NA","NA","NA",15774,"2",16,"3","9.1243"
"2005","SE",157811,746.788990825688,"NA","4","2005","50","2",1975,"2","1","3","SE","2","NA","5",,"NA","NA","2","NA","3",,"30","0","0","NA",,"NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","2","NA","NA","NA",109,0,0,11263,0,682,0,0,0,0,0,0,0,0,6657,1,"NA","6","NA","NA","NA","1","NA","NA","NA","1","NA","NA",15781,"3",29,"1","9.1243"
"2005","SE",157812,746.788990825688,"1212.3","1","2005","60","1",1953,"1","2","3","SE","2","NA","3","1","NA","1","2","NA","NA","7","40","12","0","NA",,"NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA",0,0,0,28059,0,0,0,0,0,0,0,0,0,0,0,1,"1276.25","1","NA","NA","NA","NA","NA","NA","NA","1","NA","5",15781,"3",51,"4","9.1243"
"2005","SE",157951,746.788990825688,"1219.14","3","2005","65","3",1959,"1","2","1","SE","2","3","5","1","NA","NA","2","NA","3","2","NA","0","0","NA","l-n","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","2","NA",0,0,0,928,0,0,0,0,0,83,0,0,12,0,0,1,"NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA",15795,"2",45,"2","9.1243"
"2005","SE",157952,746.788990825688,"1219.14","3","2005","60","1",1971,"2","5","1","SE","2","NA","5","1","NA","NA","NA","NA","NA","2","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","NA","NA",0,137,0,11288,13,0,0,0,0,0,0,0,0,0,0,1,"592.3","NA","1925","1945","NA","NA","NA","NA","NA","3","NA","2",15795,"3",33,"1","9.1243"
"2005","SE",158061,746.788990825688,"NA","2","2005","60","4",1963,"2","1","2","SE","2","NA","2","1","NA","NA","2","NA","3","6","40","12","12","NA","o","NA","3","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","2","NA",0,0,0,33563,0,0,0,0,0,0,0,0,0,0,0,1,"584.745","NA","1925","1957","NA","NA","NA","1","NA","NA","NA","NA",15806,"2",41,"1","9.1243"
"2005","SE",158062,746.788990825688,"1219.14","3","2005","40","1",1963,"1","5","1","SE","2","NA","5","1","NA","NA","NA","NA","3","8","44","12","0","NA","b-e","NA","11","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",0,0,0,64613,0,1353,0,0,0,0,0,0,0,0,0,1,"635.96","2","NA","1943","NA","2","NA","1","NA","NA","NA","NA",15806,"3",41,"4","9.1243"
"2005","SE",158171,746.788990825688,"NA","4","2005","60","2",1960,"1","1","2","SE","2","NA","3","1","NA","NA","NA","NA","1","2","40","12","0","NA","j","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","NA","NA","2","NA",0,413,0,40139,0,132,0,0,0,0,0,0,0,0,0,1,"585.795","NA","NA","1928","NA","NA","NA","NA","NA","6","NA","5",15817,"2",44,"1","9.1243"
"2005","SE",158172,746.788990825688,"1169.49","4","2005","75","3",1962,"2","1","2","SE","2","NA","5","2","NA","NA","2","NA","NA","2","NA","12","0","NA","k","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA",687,0,0,0,0,0,5103,0,0,0,0,0,1250,14289,0,1,"1215.9","NA","NA","1928","NA","3","NA","NA","52","NA","NA","4",15817,"2",42,"3","9.1243"
"2005","SE",158391,746.788990825688,"1276.25","1","2005","65","3",1963,"2","1","3","SE","2","NA","3","2","NA","NA","NA","NA","3","3","NA","0","0","NA","o","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","1","NA","1","NA",0,299,0,4946,0,0,0,0,0,0,0,0,14547,0,0,1,"1259.87","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",15839,"3",41,"1","9.1243"
"2005","SE",158392,746.788990825688,"NA","3","2005","70","3",1962,"1","1","1","SE","2","NA","5","1","NA","NA","NA","NA","3","3","40","0","0","NA",,"NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","NA","NA","NA","NA",0,0,0,88079,0,0,0,0,0,0,0,0,0,0,0,1,"374.9967","NA","1931","1928","NA","NA","NA","NA","NA","NA","NA","NA",15839,"3",42,"1","9.1243"
"2005","SE",158501,746.788990825688,"1169.49","3","2005","47","1",1957,"1","5","1","SE","2","NA","2","1","NA","NA","NA","NA","NA","7","20","12","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","1","NA",0,0,0,81809,0,0,0,0,0,0,0,0,0,0,0,1,"1169.49","1","1929","NA","NA","NA","1","2","NA","NA","NA","3",15850,"2",47,"3","9.1243"
"2005","SE",158502,746.788990825688,"1169.49","4","2005","55","1",1975,"2","1","3","SE","1","4","5","4","NA","NA","2","NA","2",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA",2828,0,0,2003,15,0,0,0,0,1243,0,0,0,0,2111,1,"1169.49","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",15850,"2",29,"1","9.1243"
"2005","SE",158581,746.788990825688,"NA","2","2005","32","2",1967,"2","2","3","SE","2","NA","6","1","NA","NA","NA","NA","3","3","NA","12","0","NA","b-e","NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","1","NA",250,0,0,27795,0,0,0,0,0,0,0,0,2270,0,0,1,"1259.87","2","1948","NA","NA","5","2","NA","NA","NA","NA","5",15858,"3",37,"1","9.1243"
"2005","SE",158582,746.788990825688,"1071.57","1","2005","65","3",1956,"1","1","3","SE","2","NA","3","1","NA","NA","NA","NA","2","7","45","12","0","NA","g","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",0,0,0,2655,0,0,8049,0,0,23857,0,0,2921,0,0,1,"394.8667","NA","1925","NA","NA","NA","5","NA","NA","NA","NA","4",15858,"3",48,"1","9.1243"
"2005","SE",158681,746.788990825688,"1271.92","3","2005","65","3",1969,"1","2","2","Other","2","NA","5","1","NA","2","NA","NA","NA","0 - 1","38","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"496.25","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA",15868,"2",35,"3","9.1243"
"2005","SE",158682,746.788990825688,"1154.96","3","2005","75","1",1969,"2","1","1","SE","2","NA","5","2","NA","NA","NA","NA","3","2","16","12","1","NA",,"NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","NA","NA","2","2",0,395,0,23566,0,0,0,0,0,0,0,0,1615,0,0,1,"607.5","NA","NA","1943","NA","NA","NA","1","NA","6","NA","NA",15868,"3",35,"1","9.1243"
"2005","SE",158684,746.788990825688,"NA","1","2005","60","1",1974,"2","1","2","EU","2","NA","3","1","NA","1","NA","NA","3","4","50","12","0","NA",,"NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","NA","2","NA",0,0,0,27336,0,0,0,0,0,0,0,0,0,0,0,1,"609.57","NA","1925","NA","NA","NA","NA","1","NA","1","NA","NA",15868,"2",30,"1","9.1243"
"2005","SE",158901,746.788990825688,"1276.25","4","2005","90","3",1958,"2","4","1","SE","2","NA","3","2","NA","1","2","NA","NA","5","NA","0","0","NA","g","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA",0,263,0,0,0,104,0,0,0,0,0,0,0,11116,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","71","NA","NA","NA",15890,"2",46,"1","9.1243"
"2005","SE",158902,746.788990825688,"1169.49","4","2005","80","4",1952,"1","2","1","EU","2","NA","2","1","NA","NA","2","NA","3","7","16","12","0","NA",,"NA","5","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,0,21471,0,0,0,0,0,0,0,0,1051,0,0,1,"584.745","1","1928","NA","NA","3","2","NA","NA","6","91","NA",15890,"2",52,"1","9.1243"
"2005","SE",158941,746.788990825688,"NA","2","2005","90","2",1970,"1","1","3","SE","2","NA","2","1","NA","NA","NA","NA","3","4","40","12","0","NA","g","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","NA","NA",0,921,0,36381,0,1386,0,0,1066,0,0,0,959,0,0,1,"NA","NA","NA","1927","NA","NA","NA","NA","NA","NA","51","3",15894,"2",34,"1","9.1243"
"2005","SE",158942,746.788990825688,"NA","3","2005","60","3",1957,"2","2","1","SE","2","NA","3","1","NA","NA","2","NA","3","3","37","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","2","NA","NA","NA",0,0,0,25709,90,0,-323,0,0,0,0,0,0,0,0,1,"419.9567","1","1925","NA","NA","NA","NA","NA","NA","NA","NA","NA",15894,"3",47,"1","9.1243"
"2005","SE",159011,746.788990825688,"NA","4","2005","70","3",1968,"2","1","1","SE","2","3","5","4","NA","NA","2","NA","3","2","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA","NA","NA",0,658,0,117,0,0,0,0,0,0,0,0,0,0,286,1,"292.8975","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",15901,"3",36,"3","9.1243"
"2005","SE",159012,746.788990825688,"NA","3","2005","55","2",1968,"1","1","2","SE","2","NA","5","1","NA","NA","2","NA","3","2","NA","0","8","NA",,"NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",0,0,0,14017,0,0,0,0,0,0,0,0,0,0,0,1,"NA","4","1945","1947","NA","NA","NA","1","NA","NA","NA","NA",15901,"2",36,"1","9.1243"
"2005","SE",159241,746.788990825688,"1169.49","4","2005","65","1",1962,"2","4","3","SE","2","NA","5","1","NA","NA","NA","NA","3","5","50","12","0","NA","p-q","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","2","NA","NA","NA",18,0,0,23735,386,0,0,0,0,0,0,0,1153,0,0,1,"NA","1","NA","1935","NA","1","2","2","NA","1","NA","4",15924,"3",42,"1","9.1243"
"2005","SE",159242,746.788990825688,"1184.6","3","2005","60","4",1961,"1","1","2","SE","2","NA","5","1","NA","1","NA","NA","NA","2","NA","12","0","NA","b-e","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","1","NA",199,0,0,24472,0,121,1672,0,0,0,0,0,0,0,0,1,"1271.92","NA","NA","NA","NA","1","NA","2","NA","NA","NA","5",15924,"2",43,"NA","9.1243"
